"epidemiological_week","date","order_for_place","state","city","city_ibge_code","place_type","last_available_confirmed","last_available_confirmed_per_100k_inhabitants","new_confirmed","last_available_deaths","new_deaths","last_available_death_rate","estimated_population","is_last","is_repeated"
46,"2020-11-14",248,"SC",,42,"state",293802,"4051.04335",4015,3309,11,"0.0113",7252502,"False","False"
46,"2020-11-14",246,"SE",,28,"state",85980,"3707.91721",87,2257,3,"0.0263",2318822,"False","False"
46,"2020-11-14",264,"SP",,35,"state",1167422,"2522.01085",4640,40549,347,"0.0347",46289333,"False","False"
46,"2020-11-14",242,"TO",,17,"state",78077,"4909.73735",105,1137,4,"0.0146",1590248,"False","False"
46,"2020-11-13",242,"AC",,12,"state",32661,"3651.43605",146,707,0,"0.0216",894470,"False","False"
46,"2020-11-13",251,"AL",,27,"state",92328,"2754.79085",162,2288,3,"0.0248",3351543,"False","False"
46,"2020-11-13",246,"AM",,13,"state",168596,"4006.83126",507,4683,2,"0.0278",4207714,"False","False"
46,"2020-11-13",239,"AP",,16,"state",54417,"6314.53991",361,774,3,"0.0142",861773,"False","False"
46,"2020-11-13",253,"BA",,29,"state",371378,"2487.35586",2119,7902,20,"0.0213",14930634,"False","False"
46,"2020-11-13",243,"CE",,23,"state",283463,"3085.44489",992,9435,5,"0.0333",9187103,"False","False"
46,"2020-11-13",252,"DF",,53,"state",219012,"7168.61927",533,3808,11,"0.0174",3055149,"False","False"
46,"2020-11-13",254,"ES",,32,"state",168358,"4142.61432",1359,3993,11,"0.0237",4064052,"False","False"
46,"2020-11-13",247,"GO",,52,"state",267319,"3757.88988",766,6029,93,"0.0226",7113540,"False","False"
46,"2020-11-13",239,"MA",,21,"state",189321,"2661.02175",273,4162,8,22,7114598,"False","False"
46,"2020-11-13",251,"MG",,31,"state",379274,"1781.24242",2737,9405,146,"0.0248",21292666,"False","False"
46,"2020-11-13",245,"MS",,50,"state",87602,"3118.18136",521,1688,5,"0.0193",2809394,"False","False"
46,"2020-11-13",239,"MT",,51,"state",151893,"4307.53044",502,4036,10,"0.0266",3526220,"False","False"
46,"2020-11-13",241,"PA",,15,"state",261534,"3009.33925",403,6817,9,"0.0261",8690745,"False","False"
46,"2020-11-13",247,"PB",,25,"state",137942,"3415.01709",468,3193,6,"0.0231",4039277,"False","False"
46,"2020-11-13",247,"PE",,26,"state",169710,"1764.75708",830,8805,11,"0.0519",9616621,"False","False"
46,"2020-11-13",240,"PI",,22,"state",119940,"3655.05808",484,2523,7,21,3281480,"False","False"
46,"2020-11-13",247,"PR",,41,"state",237736,"2064.24679",9913,5688,78,"0.0239",11516840,"False","False"
46,"2020-11-13",254,"RJ",,33,"state",323006,"1859.97054",623,21162,72,"0.0655",17366189,"False","False"
46,"2020-11-13",247,"RN",,24,"state",83762,"2370.06478",130,2649,2,"0.0316",3534165,"False","False"
46,"2020-11-13",239,"RO",,11,"state",74598,"4152.49992",350,1497,5,"0.0201",1796460,"False","False"
46,"2020-11-13",238,"RR",,14,"state",60416,"9571.89776",260,706,1,"0.0117",631181,"False","False"
46,"2020-11-13",249,"RS",,43,"state",274411,"2402.27303",3071,6168,43,"0.0225",11422973,"False","False"
46,"2020-11-13",247,"SC",,42,"state",289787,"3995.68314",4805,3298,16,"0.0114",7252502,"False","False"
46,"2020-11-13",245,"SE",,28,"state",85893,"3704.1653",89,2254,4,"0.0262",2318822,"False","False"
46,"2020-11-13",263,"SP",,35,"state",1162782,"2511.98694",6130,40202,0,"0.0346",46289333,"False","False"
46,"2020-11-13",241,"TO",,17,"state",77972,"4903.13461",184,1133,5,"0.0145",1590248,"False","False"
46,"2020-11-12",241,"AC",,12,"state",32515,"3635.11353",402,707,2,"0.0217",894470,"False","False"
46,"2020-11-12",250,"AL",,27,"state",92166,"2749.95726",126,2285,3,"0.0248",3351543,"False","False"
46,"2020-11-12",245,"AM",,13,"state",168089,"3994.78196",603,4681,26,"0.0278",4207714,"False","False"
46,"2020-11-12",238,"AP",,16,"state",54056,"6272.64953",266,771,1,"0.0143",861773,"False","False"
46,"2020-11-12",252,"BA",,29,"state",369259,"2473.16356",1590,7882,23,"0.0213",14930634,"False","False"
46,"2020-11-12",242,"CE",,23,"state",282471,"3074.64714",2482,9430,12,"0.0334",9187103,"False","False"
46,"2020-11-12",251,"DF",,53,"state",218479,"7151.17331",686,3797,9,"0.0174",3055149,"False","False"
46,"2020-11-12",253,"ES",,32,"state",166999,"4109.17478",1311,3982,13,"0.0238",4064052,"False","False"
46,"2020-11-12",246,"GO",,52,"state",266553,"3747.12169",1422,5936,36,"0.0223",7113540,"False","False"
46,"2020-11-12",238,"MA",,21,"state",189048,"2657.18457",371,4154,8,22,7114598,"False","False"
46,"2020-11-12",250,"MG",,31,"state",376537,"1768.38823",1886,9259,55,"0.0246",21292666,"False","False"
46,"2020-11-12",244,"MS",,50,"state",87081,"3099.63643",653,1683,9,"0.0193",2809394,"False","False"
46,"2020-11-12",238,"MT",,51,"state",151391,"4293.29424",2768,4026,83,"0.0266",3526220,"False","False"
46,"2020-11-12",240,"PA",,15,"state",261131,"3004.70213",1073,6808,2,"0.0261",8690745,"False","False"
46,"2020-11-12",246,"PB",,25,"state",137474,"3403.43086",837,3187,9,"0.0232",4039277,"False","False"
46,"2020-11-12",246,"PE",,26,"state",168880,"1756.12619",787,8794,21,"0.0521",9616621,"False","False"
46,"2020-11-12",239,"PI",,22,"state",119456,"3640.30864",517,2516,17,"0.0211",3281480,"False","False"
46,"2020-11-12",246,"PR",,41,"state",227823,"1978.17283",2199,5610,47,"0.0246",11516840,"False","False"
46,"2020-11-12",253,"RJ",,33,"state",322383,"1856.38311",1785,21090,120,"0.0654",17366189,"False","False"
46,"2020-11-12",246,"RN",,24,"state",83632,"2366.3864",169,2647,25,"0.0317",3534165,"False","False"
46,"2020-11-12",238,"RO",,11,"state",74248,"4133.01716",258,1492,6,"0.0201",1796460,"False","False"
46,"2020-11-12",237,"RR",,14,"state",60156,"9530.70514",210,705,0,"0.0117",631181,"False","False"
46,"2020-11-12",248,"RS",,43,"state",271340,"2375.38861",3590,6125,91,"0.0226",11422973,"False","False"
46,"2020-11-12",246,"SC",,42,"state",284982,"3929.43015",1730,3282,14,"0.0115",7252502,"False","False"
46,"2020-11-12",244,"SE",,28,"state",85804,"3700.32715",161,2250,3,"0.0262",2318822,"False","False"
46,"2020-11-12",262,"SP",,35,"state",1156652,"2498.74415",5780,40202,295,"0.0348",46289333,"False","False"
46,"2020-11-12",240,"TO",,17,"state",77788,"4891.56408",260,1128,3,"0.0145",1590248,"False","False"
46,"2020-11-11",240,"AC",,12,"state",32113,"3590.17072",187,705,1,22,894470,"False","False"
46,"2020-11-11",249,"AL",,27,"state",92040,"2746.1978",101,2282,4,"0.0248",3351543,"False","False"
46,"2020-11-11",244,"AM",,13,"state",167486,"3980.45114",715,4655,5,"0.0278",4207714,"False","False"
46,"2020-11-11",237,"AP",,16,"state",53790,"6241.78293",216,770,4,"0.0143",861773,"False","False"
46,"2020-11-11",251,"BA",,29,"state",367669,"2462.51432",1728,7859,21,"0.0214",14930634,"False","False"
46,"2020-11-11",241,"CE",,23,"state",279989,"3047.63101",667,9418,2,"0.0336",9187103,"False","False"
46,"2020-11-11",250,"DF",,53,"state",217793,"7128.71942",423,3788,13,"0.0174",3055149,"False","False"
46,"2020-11-11",252,"ES",,32,"state",165688,"4076.91634",1029,3969,16,24,4064052,"False","False"
46,"2020-11-11",245,"GO",,52,"state",265131,"3727.13164",860,5900,26,"0.0223",7113540,"False","False"
46,"2020-11-11",237,"MA",,21,"state",188677,"2651.96994",364,4146,8,22,7114598,"False","False"
46,"2020-11-11",249,"MG",,31,"state",374651,"1759.53072",2169,9204,0,"0.0246",21292666,"False","False"
46,"2020-11-11",243,"MS",,50,"state",86428,"3076.39299",438,1674,29,"0.0194",2809394,"False","False"
46,"2020-11-11",237,"MT",,51,"state",148623,"4214.79658",608,3943,11,"0.0265",3526220,"False","False"
46,"2020-11-11",239,"PA",,15,"state",260058,"2992.35566",869,6806,4,"0.0262",8690745,"False","False"
46,"2020-11-11",245,"PB",,25,"state",136637,"3382.70933",608,3178,12,"0.0233",4039277,"False","False"
46,"2020-11-11",245,"PE",,26,"state",168093,"1747.94244",860,8773,10,"0.0522",9616621,"False","False"
46,"2020-11-11",238,"PI",,22,"state",118939,"3624.55356",590,2499,13,21,3281480,"False","False"
46,"2020-11-11",245,"PR",,41,"state",225624,"1959.07905",1754,5563,66,"0.0247",11516840,"False","False"
46,"2020-11-11",252,"RJ",,33,"state",320598,"1846.10452",1645,20970,65,"0.0654",17366189,"False","False"
46,"2020-11-11",245,"RN",,24,"state",83463,"2361.60451",154,2622,2,"0.0314",3534165,"False","False"
46,"2020-11-11",237,"RO",,11,"state",73990,"4118.65558",302,1486,4,"0.0201",1796460,"False","False"
46,"2020-11-11",236,"RR",,14,"state",59946,"9497.43417",360,705,4,"0.0118",631181,"False","False"
46,"2020-11-11",247,"RS",,43,"state",267750,"2343.96072",3174,6034,33,"0.0225",11422973,"False","False"
46,"2020-11-11",245,"SC",,42,"state",283252,"3905.57631",2711,3268,25,"0.0115",7252502,"False","False"
46,"2020-11-11",243,"SE",,28,"state",85643,"3693.38397",69,2247,1,"0.0262",2318822,"False","False"
46,"2020-11-11",261,"SP",,35,"state",1150872,"2486.25747",3421,39907,190,"0.0347",46289333,"False","False"
46,"2020-11-11",239,"TO",,17,"state",77528,"4875.21443",222,1125,5,"0.0145",1590248,"False","False"
46,"2020-11-10",239,"AC",,12,"state",31926,"3569.26448",138,704,3,"0.0221",894470,"False","False"
46,"2020-11-10",248,"AL",,27,"state",91939,"2743.18426",91,2278,4,"0.0248",3351543,"False","False"
46,"2020-11-10",243,"AM",,13,"state",166771,"3963.45854",802,4650,6,"0.0279",4207714,"False","False"
46,"2020-11-10",236,"AP",,16,"state",53574,"6216.71832",244,766,2,"0.0143",861773,"False","False"
46,"2020-11-10",250,"BA",,29,"state",365941,"2450.9408",1955,7838,20,"0.0214",14930634,"False","False"
46,"2020-11-10",240,"CE",,23,"state",279322,"3040.37083",336,9416,9,"0.0337",9187103,"False","False"
46,"2020-11-10",249,"DF",,53,"state",217370,"7114.87394",509,3775,16,"0.0174",3055149,"False","False"
46,"2020-11-10",251,"ES",,32,"state",164659,"4051.59678",1587,3953,15,24,4064052,"False","False"
46,"2020-11-10",244,"GO",,52,"state",264271,"3715.04202",1549,5874,0,"0.0222",7113540,"False","False"
46,"2020-11-10",236,"MA",,21,"state",188313,"2646.85369",394,4138,8,22,7114598,"False","False"
46,"2020-11-10",248,"MG",,31,"state",372482,"1749.34412",1491,9204,0,"0.0247",21292666,"False","False"
46,"2020-11-10",242,"MS",,50,"state",85990,"3060.80244",483,1645,5,"0.0191",2809394,"False","False"
46,"2020-11-10",236,"MT",,51,"state",148015,"4197.55432",586,3932,10,"0.0266",3526220,"False","False"
46,"2020-11-10",238,"PA",,15,"state",259189,"2982.35652",878,6802,3,"0.0262",8690745,"False","False"
46,"2020-11-10",244,"PB",,25,"state",136029,"3367.65713",425,3166,6,"0.0233",4039277,"False","False"
46,"2020-11-10",244,"PE",,26,"state",167233,"1738.99959",693,8763,23,"0.0524",9616621,"False","False"
46,"2020-11-10",237,"PI",,22,"state",118349,"3606.57386",617,2486,4,21,3281480,"False","False"
46,"2020-11-10",244,"PR",,41,"state",223870,"1943.84918",1039,5497,27,"0.0246",11516840,"False","False"
46,"2020-11-10",251,"RJ",,33,"state",318953,"1836.63209",2378,20905,0,"0.0655",17366189,"False","False"
46,"2020-11-10",244,"RN",,24,"state",83309,"2357.24704",89,2620,4,"0.0314",3534165,"False","False"
46,"2020-11-10",236,"RO",,11,"state",73688,"4101.84474",198,1482,4,"0.0201",1796460,"False","False"
46,"2020-11-10",235,"RR",,14,"state",59586,"9440.39824",313,701,6,"0.0118",631181,"False","False"
46,"2020-11-10",246,"RS",,43,"state",264576,"2316.17461",2920,6001,4,"0.0227",11422973,"False","False"
46,"2020-11-10",244,"SC",,42,"state",280541,"3868.19611",4886,3243,12,"0.0116",7252502,"False","False"
46,"2020-11-10",242,"SE",,28,"state",85574,"3690.40832",97,2246,2,"0.0262",2318822,"False","False"
46,"2020-11-10",260,"SP",,35,"state",1147451,2478867,21515,39717,0,"0.0346",46289333,"False","False"
46,"2020-11-10",238,"TO",,17,"state",77306,"4861.25435",211,1120,5,"0.0145",1590248,"False","False"
46,"2020-11-09",238,"AC",,12,"state",31788,"3553.83635",81,701,2,"0.0221",894470,"False","False"
46,"2020-11-09",247,"AL",,27,"state",91848,"2740.46909",130,2274,4,"0.0248",3351543,"False","False"
46,"2020-11-09",242,"AM",,13,"state",165969,"3944.39831",305,4644,19,28,4207714,"False","False"
46,"2020-11-09",235,"AP",,16,"state",53330,"6188.4046",320,764,13,"0.0143",861773,"False","False"
46,"2020-11-09",249,"BA",,29,"state",363986,"2437.84691",840,7818,22,"0.0215",14930634,"False","False"
46,"2020-11-09",239,"CE",,23,"state",278986,"3036.71353",636,9407,5,"0.0337",9187103,"False","False"
46,"2020-11-09",248,"DF",,53,"state",216861,"7098.21354",472,3759,7,"0.0173",3055149,"False","False"
46,"2020-11-09",250,"ES",,32,"state",163072,"4012.54708",644,3938,12,"0.0241",4064052,"False","False"
46,"2020-11-09",243,"GO",,52,"state",262722,"3693.26664",1270,5874,0,"0.0224",7113540,"False","False"
46,"2020-11-09",235,"MA",,21,"state",187919,"2641.31578",267,4130,5,22,7114598,"False","False"
46,"2020-11-09",247,"MG",,31,"state",370991,"1742.34171",1035,9204,0,"0.0248",21292666,"False","False"
46,"2020-11-09",241,"MS",,50,"state",85507,"3043.61012",381,1640,6,"0.0192",2809394,"False","False"
46,"2020-11-09",235,"MT",,51,"state",147429,"4180.93596",584,3922,8,"0.0266",3526220,"False","False"
46,"2020-11-09",237,"PA",,15,"state",258311,"2972.25382",939,6799,4,"0.0263",8690745,"False","False"
46,"2020-11-09",243,"PB",,25,"state",135604,"3357.13545",87,3160,6,"0.0233",4039277,"False","False"
46,"2020-11-09",243,"PE",,26,"state",166540,"1731.79332",207,8740,8,"0.0525",9616621,"False","False"
46,"2020-11-09",236,"PI",,22,"state",117732,"3587.77137",583,2482,12,"0.0211",3281480,"False","False"
46,"2020-11-09",243,"PR",,41,"state",222831,"1934.82761",1563,5470,18,"0.0245",11516840,"False","False"
46,"2020-11-09",250,"RJ",,33,"state",316575,"1822.93882",405,20905,0,66,17366189,"False","False"
46,"2020-11-09",243,"RN",,24,"state",83220,"2354.72877",281,2616,6,"0.0314",3534165,"False","False"
46,"2020-11-09",235,"RO",,11,"state",73490,"4090.82306",179,1478,2,"0.0201",1796460,"False","False"
46,"2020-11-09",234,"RR",,14,"state",59273,"9390.80866",78,695,0,"0.0117",631181,"False","False"
46,"2020-11-09",245,"RS",,43,"state",261656,"2290.61208",758,5997,5,"0.0229",11422973,"False","False"
46,"2020-11-09",243,"SC",,42,"state",275655,"3800.82625",1034,3231,20,"0.0117",7252502,"False","False"
46,"2020-11-09",241,"SE",,28,"state",85477,"3686.22516",100,2244,1,"0.0263",2318822,"False","False"
46,"2020-11-09",259,"SP",,35,"state",1125936,"2432.38761",0,39717,0,"0.0353",46289333,"False","True"
46,"2020-11-09",237,"TO",,17,"state",77095,"4847.98597",235,1115,1,"0.0145",1590248,"False","False"
46,"2020-11-08",237,"AC",,12,"state",31707,"3544.78071",132,699,0,22,894470,"False","False"
46,"2020-11-08",246,"AL",,27,"state",91718,"2736.59028",115,2270,4,"0.0247",3351543,"False","False"
46,"2020-11-08",241,"AM",,13,"state",165664,"3937.14972",270,4625,3,"0.0279",4207714,"False","False"
46,"2020-11-08",234,"AP",,16,"state",53010,"6151.27185",178,751,0,"0.0142",861773,"False","False"
46,"2020-11-08",248,"BA",,29,"state",363146,"2432.2209",583,7796,20,"0.0215",14930634,"False","False"
46,"2020-11-08",238,"CE",,23,"state",278350,"3029.79078",297,9402,7,"0.0338",9187103,"False","False"
46,"2020-11-08",247,"DF",,53,"state",216389,"7082.76421",539,3752,12,"0.0173",3055149,"False","False"
46,"2020-11-08",249,"ES",,32,"state",162428,"3996.70083",1220,3926,7,"0.0242",4064052,"False","False"
46,"2020-11-08",242,"GO",,52,"state",261452,"3675.41337",105,5874,0,"0.0225",7113540,"False","False"
46,"2020-11-08",234,"MA",,21,"state",187652,"2637.56294",97,4125,6,22,7114598,"False","False"
46,"2020-11-08",246,"MG",,31,"state",369956,"1737.48088",1347,9204,0,"0.0249",21292666,"False","False"
46,"2020-11-08",240,"MS",,50,"state",85126,"3030.04847",196,1634,0,"0.0192",2809394,"False","False"
46,"2020-11-08",234,"MT",,51,"state",146845,"4164.37432",147,3914,1,"0.0267",3526220,"False","False"
46,"2020-11-08",236,"PA",,15,"state",257372,"2961.44922",202,6795,5,"0.0264",8690745,"False","False"
46,"2020-11-08",242,"PB",,25,"state",135517,"3354.9816",192,3154,4,"0.0233",4039277,"False","False"
46,"2020-11-08",242,"PE",,26,"state",166333,"1729.6408",411,8732,8,"0.0525",9616621,"False","False"
46,"2020-11-08",235,"PI",,22,"state",117149,3570005,407,2470,3,"0.0211",3281480,"False","False"
46,"2020-11-08",242,"PR",,41,"state",221268,"1921.25618",860,5452,90,"0.0246",11516840,"False","False"
46,"2020-11-08",249,"RJ",,33,"state",316170,"1820.6067",822,20905,0,"0.0661",17366189,"False","False"
46,"2020-11-08",242,"RN",,24,"state",82939,"2346.77781",220,2610,3,"0.0315",3534165,"False","False"
46,"2020-11-08",234,"RO",,11,"state",73311,"4080.85902",271,1476,2,"0.0201",1796460,"False","False"
46,"2020-11-08",233,"RR",,14,"state",59195,"9378.45087",6,695,0,"0.0117",631181,"False","False"
46,"2020-11-08",244,"RS",,43,"state",260898,"2283.97633",710,5992,2,23,11422973,"False","False"
46,"2020-11-08",242,"SC",,42,"state",274621,"3786.5691",969,3211,9,"0.0117",7252502,"False","False"
46,"2020-11-08",240,"SE",,28,"state",85377,"3681.91263",151,2243,4,"0.0263",2318822,"False","False"
46,"2020-11-08",258,"SP",,35,"state",1125936,"2432.38761",0,39717,0,"0.0353",46289333,"False","True"
46,"2020-11-08",236,"TO",,17,"state",76860,"4833.20841",55,1114,0,"0.0145",1590248,"False","False"
45,"2020-11-07",236,"AC",,12,"state",31575,"3530.02337",249,699,2,"0.0221",894470,"False","False"
45,"2020-11-07",245,"AL",,27,"state",91603,"2733.15903",196,2266,4,"0.0247",3351543,"False","False"
45,"2020-11-07",240,"AM",,13,"state",165394,"3930.73293",1324,4622,15,"0.0279",4207714,"False","False"
45,"2020-11-07",233,"AP",,16,"state",52832,"6130.61676",0,751,0,"0.0142",861773,"False","True"
45,"2020-11-07",247,"BA",,29,"state",362563,"2428.31617",1427,7776,22,"0.0214",14930634,"False","False"
45,"2020-11-07",237,"CE",,23,"state",278053,"3026.55799",801,9395,2,"0.0338",9187103,"False","False"
45,"2020-11-07",246,"DF",,53,"state",215850,"7065.12186",424,3740,7,"0.0173",3055149,"False","False"
45,"2020-11-07",248,"ES",,32,"state",161208,"3966.68153",318,3919,9,"0.0243",4064052,"False","False"
45,"2020-11-07",241,"GO",,52,"state",261347,"3673.93731",254,5874,0,"0.0225",7113540,"False","False"
45,"2020-11-07",233,"MA",,21,"state",187555,"2636.19954",261,4119,7,22,7114598,"False","False"
45,"2020-11-07",245,"MG",,31,"state",368609,"1731.15476",2306,9204,5,25,21292666,"False","False"
45,"2020-11-07",239,"MS",,50,"state",84930,"3023.07188",210,1634,0,"0.0192",2809394,"False","False"
45,"2020-11-07",233,"MT",,51,"state",146698,"4160.20555",386,3913,10,"0.0267",3526220,"False","False"
45,"2020-11-07",235,"PA",,15,"state",257170,"2959.12491",272,6790,6,"0.0264",8690745,"False","False"
45,"2020-11-07",241,"PB",,25,"state",135325,"3350.22827",488,3150,4,"0.0233",4039277,"False","False"
45,"2020-11-07",241,"PE",,26,"state",165922,"1725.36695",649,8724,13,"0.0526",9616621,"False","False"
45,"2020-11-07",234,"PI",,22,"state",116742,"3557.60206",216,2467,3,"0.0211",3281480,"False","False"
45,"2020-11-07",241,"PR",,41,"state",220408,"1913.78885",1592,5362,32,"0.0243",11516840,"False","False"
45,"2020-11-07",248,"RJ",,33,"state",315348,"1815.87336",539,20905,56,"0.0663",17366189,"False","False"
45,"2020-11-07",241,"RN",,24,"state",82719,"2340.55286",0,2607,0,"0.0315",3534165,"False","True"
45,"2020-11-07",233,"RO",,11,"state",73040,"4065.7738",213,1474,1,"0.0202",1796460,"False","False"
45,"2020-11-07",232,"RR",,14,"state",59189,"9377.50027",124,695,0,"0.0117",631181,"False","False"
45,"2020-11-07",243,"RS",,43,"state",260188,"2277.76079",2403,5990,17,23,11422973,"False","False"
45,"2020-11-07",241,"SC",,42,"state",273652,"3773.2082",2857,3202,7,"0.0117",7252502,"False","False"
45,"2020-11-07",239,"SE",,28,"state",85226,"3675.4007",173,2239,4,"0.0263",2318822,"False","False"
45,"2020-11-07",257,"SP",,35,"state",1125936,"2432.38761",0,39717,0,"0.0353",46289333,"False","True"
45,"2020-11-07",235,"TO",,17,"state",76805,"4829.74983",66,1114,2,"0.0145",1590248,"False","False"
45,"2020-11-06",235,"AC",,12,"state",31326,"3502.18565",78,697,0,"0.0222",894470,"False","False"
45,"2020-11-06",244,"AL",,27,"state",91407,"2727.31097",137,2262,4,"0.0247",3351543,"False","False"
45,"2020-11-06",239,"AM",,13,"state",164070,"3899.26692",0,4607,0,"0.0281",4207714,"False","True"
45,"2020-11-06",232,"AP",,16,"state",52832,"6130.61676",0,751,0,"0.0142",861773,"False","True"
45,"2020-11-06",246,"BA",,29,"state",361136,"2418.75864",2006,7754,23,"0.0215",14930634,"False","False"
45,"2020-11-06",236,"CE",,23,"state",277252,"3017.83925",180,9393,1,"0.0339",9187103,"False","False"
45,"2020-11-06",245,"DF",,53,"state",215426,"7051.24365",471,3733,5,"0.0173",3055149,"False","False"
45,"2020-11-06",247,"ES",,32,"state",160890,"3958.85683",1077,3910,14,"0.0243",4064052,"False","False"
45,"2020-11-06",240,"GO",,52,"state",261093,"3670.36665",960,5874,5,"0.0225",7113540,"False","False"
45,"2020-11-06",232,"MA",,21,"state",187294,"2632.53103",390,4112,11,22,7114598,"False","False"
45,"2020-11-06",244,"MG",,31,"state",366303,"1720.32474",1762,9199,71,"0.0251",21292666,"False","False"
45,"2020-11-06",238,"MS",,50,"state",84720,"3015.59696",561,1634,0,"0.0193",2809394,"False","False"
45,"2020-11-06",232,"MT",,51,"state",146312,"4149.25898",668,3903,7,"0.0267",3526220,"False","False"
45,"2020-11-06",234,"PA",,15,"state",256898,"2955.99514",759,6784,5,"0.0264",8690745,"False","False"
45,"2020-11-06",240,"PB",,25,"state",134837,"3338.1469",540,3146,8,"0.0233",4039277,"False","False"
45,"2020-11-06",240,"PE",,26,"state",165273,"1718.61821",1051,8711,24,"0.0527",9616621,"False","False"
45,"2020-11-06",233,"PI",,22,"state",116526,"3551.01966",701,2464,5,"0.0211",3281480,"False","False"
45,"2020-11-06",240,"PR",,41,"state",218816,"1899.96562",1641,5330,37,"0.0244",11516840,"False","False"
45,"2020-11-06",247,"RJ",,33,"state",314809,"1812.76963",966,20849,0,"0.0662",17366189,"False","False"
45,"2020-11-06",240,"RN",,24,"state",82719,"2340.55286",170,2607,0,"0.0315",3534165,"False","False"
45,"2020-11-06",232,"RO",,11,"state",72827,"4053.91715",197,1473,3,"0.0202",1796460,"False","False"
45,"2020-11-06",231,"RR",,14,"state",59065,"9357.85456",381,695,0,"0.0118",631181,"False","False"
45,"2020-11-06",242,"RS",,43,"state",257785,"2256.72423",2957,5973,19,"0.0232",11422973,"False","False"
45,"2020-11-06",240,"SC",,42,"state",270795,"3733.8149",2151,3195,22,"0.0118",7252502,"False","False"
45,"2020-11-06",238,"SE",,28,"state",85053,"3667.94001",243,2235,4,"0.0263",2318822,"False","False"
45,"2020-11-06",256,"SP",,35,"state",1125936,"2432.38761",0,39717,0,"0.0353",46289333,"False","True"
45,"2020-11-06",234,"TO",,17,"state",76739,"4825.59953",149,1112,3,"0.0145",1590248,"False","False"
45,"2020-11-05",234,"AC",,12,"state",31248,"3493.4654",30,697,1,"0.0223",894470,"False","False"
45,"2020-11-05",243,"AL",,27,"state",91270,"2723.2233",128,2258,4,"0.0247",3351543,"False","False"
45,"2020-11-05",238,"AM",,13,"state",164070,"3899.26692",671,4607,19,"0.0281",4207714,"False","False"
45,"2020-11-05",231,"AP",,16,"state",52832,"6130.61676",0,751,0,"0.0142",861773,"False","True"
45,"2020-11-05",245,"BA",,29,"state",359130,"2405.32318",3377,7731,20,"0.0215",14930634,"False","False"
45,"2020-11-05",235,"CE",,23,"state",277072,"3015.87998",1060,9392,7,"0.0339",9187103,"False","False"
45,"2020-11-05",244,"DF",,53,"state",214955,"7035.82706",300,3728,9,"0.0173",3055149,"False","False"
45,"2020-11-05",246,"ES",,32,"state",159813,"3932.35618",1045,3896,12,"0.0244",4064052,"False","False"
45,"2020-11-05",239,"GO",,52,"state",260133,"3656.87126",1802,5869,44,"0.0226",7113540,"False","False"
45,"2020-11-05",231,"MA",,21,"state",186904,"2627.04934",332,4101,10,"0.0219",7114598,"False","False"
45,"2020-11-05",243,"MG",,31,"state",364541,"1712.04959",2201,9128,59,25,21292666,"False","False"
45,"2020-11-05",237,"MS",,50,"state",84159,"2995.62824",543,1634,5,"0.0194",2809394,"False","False"
45,"2020-11-05",231,"MT",,51,"state",145644,"4130.31518",645,3896,13,"0.0268",3526220,"False","False"
45,"2020-11-05",233,"PA",,15,"state",256139,"2947.26171",770,6779,6,"0.0265",8690745,"False","False"
45,"2020-11-05",239,"PB",,25,"state",134297,"3324.77817",339,3138,8,"0.0234",4039277,"False","False"
45,"2020-11-05",239,"PE",,26,"state",164222,"1707.68922",580,8687,20,"0.0529",9616621,"False","False"
45,"2020-11-05",232,"PI",,22,"state",115825,"3529.65735",799,2459,9,"0.0212",3281480,"False","False"
45,"2020-11-05",239,"PR",,41,"state",217175,"1885.71692",909,5293,24,"0.0244",11516840,"False","False"
45,"2020-11-05",246,"RJ",,33,"state",313843,"1807.2071",754,20849,90,"0.0664",17366189,"False","False"
45,"2020-11-05",239,"RN",,24,"state",82549,"2335.74267",129,2607,4,"0.0316",3534165,"False","False"
45,"2020-11-05",231,"RO",,11,"state",72630,"4042.95114",335,1470,6,"0.0202",1796460,"False","False"
45,"2020-11-05",230,"RR",,14,"state",58684,"9297.49153",380,695,0,"0.0118",631181,"False","False"
45,"2020-11-05",241,"RS",,43,"state",254828,"2230.8378",1556,5954,51,"0.0234",11422973,"False","False"
45,"2020-11-05",239,"SC",,42,"state",268644,"3704.15617",2007,3173,10,"0.0118",7252502,"False","False"
45,"2020-11-05",237,"SE",,28,"state",84810,"3657.46056",101,2231,3,"0.0263",2318822,"False","False"
45,"2020-11-05",255,"SP",,35,"state",1125936,"2432.38761",2637,39717,168,"0.0353",46289333,"False","False"
45,"2020-11-05",233,"TO",,17,"state",76590,"4816.22992",415,1109,1,"0.0145",1590248,"False","False"
45,"2020-11-04",233,"AC",,12,"state",31218,"3490.11146",256,696,1,"0.0223",894470,"False","False"
45,"2020-11-04",242,"AL",,27,"state",91142,"2719.40417",126,2254,4,"0.0247",3351543,"False","False"
45,"2020-11-04",237,"AM",,13,"state",163399,"3883.32002",839,4588,15,"0.0281",4207714,"False","False"
45,"2020-11-04",230,"AP",,16,"state",52832,"6130.61676",0,751,0,"0.0142",861773,"False","True"
45,"2020-11-04",244,"BA",,29,"state",355753,"2382.70525",770,7711,21,"0.0217",14930634,"False","False"
45,"2020-11-04",234,"CE",,23,"state",276012,"3004.34207",987,9385,20,34,9187103,"False","False"
